pair_id	role	protein_x	protein_y	ac_id	triplet_id	anchor	assembly_size_stratum	structure_grade_provisional	counterfactual_grade_provisional	sequence_similarity_bin	positive_source	positive_interface_status	orientation
SP:0025286	ad_positive	A0A3S5H5A8	E9BTF9	AC:005851		A0A3S5H5A8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025287	ad_positive	A0A3S5H5A8	A0A3Q8IJC5	AC:005851		A0A3S5H5A8	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0025288	ad_positive	P23351	Q1K5Z0	AC:005852		P23351	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025289	ad_positive	P23351	Q7SG49	AC:005852		P23351	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025290	ad_positive	P23351	V5ILE0	AC:005852		P23351	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025291	ad_positive	Q1K7A4	Q1K548	AC:005852		Q1K7A4	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0025292	ad_positive	G0S1Z0	G0SFL1	AC:005853		G0S1Z0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025293	ad_positive	G0S1Z0	G0S1Y9	AC:005853		G0S1Z0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025294	ad_positive	G0SDW0	G0SAY9	AC:005853		G0SDW0	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0025295	ad_positive	G0SDW0	G0SGY2	AC:005853		G0SDW0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025296	ad_positive	A8HNV0	A0A2K3DL29	AC:005854		A8HNV0	gt24			medium	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025297	ad_positive	A8HNV0	P12759	AC:005854		A8HNV0	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0025298	ad_positive	Q6CJK0	Q6CWD0	AC:005855		Q6CJK0	gt24			medium	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025299	ad_positive	Q6CJK0	Q8J287	AC:005855		Q6CJK0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025300	ad_positive	Q6CWJ2	Q6CKV4	AC:005855		Q6CWJ2	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025301	ad_positive	Q6CWJ2	Q875N2	AC:005855		Q6CWJ2	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025302	ad_positive	Q6CWJ2	Q6CWT9	AC:005855		Q6CWJ2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025303	ad_positive	Q4DPQ8	Q4DED2	AC:005856		Q4DPQ8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0025304	ad_positive	Q4DPQ8	Q4E661	AC:005856		Q4DPQ8	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0025305	ad_positive	P91929	P18930	AC:005857		P91929	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025306	ad_positive	A0A3B6PK86	W5C8N6	AC:005858		A0A3B6PK86	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025307	ad_positive	O75533	P55769	AC:005859		O75533	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025308	ad_positive	O75533	Q9P013	AC:005859		O75533	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025309	ad_positive	A0A9R0IBB5	P06511	AC:005860		A0A9R0IBB5	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0025310	ad_positive	P22179	P12357	AC:005860		P22179	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025311	ad_positive	A0A480JYS1	P56632	AC:005861		A0A480JYS1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025312	ad_positive	A0A480JYS1	K7GR43	AC:005861		A0A480JYS1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025313	ad_positive	A0A480JYS1	F1RWL7	AC:005861		A0A480JYS1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025314	ad_positive	Q1K4P1	Q1K6P0	AC:005862		Q1K4P1	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025315	ad_positive	Q1K4P1	Q7S300	AC:005862		Q1K4P1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025316	ad_positive	Q1K730	Q96U95	AC:005862		Q1K730	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025317	ad_positive	Q8TRR1	Q8TRS7	AC:005863		Q8TRR1	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0025318	ad_positive	Q8TRU1	Q8TRT3	AC:005863		Q8TRU1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025319	ad_positive	Q8TRU1	P61929	AC:005863		Q8TRU1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025320	ad_positive	P56780	P04778	AC:005864		P56780	gt24			high	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025321	ad_positive	P56780	Q9XF89	AC:005864		P56780	gt24			high	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025322	ad_positive	Q9S7M0	P56790	AC:005864		Q9S7M0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025323	ad_positive	Q9S7M0	A0A178WK60	AC:005864		Q9S7M0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025324	ad_positive	P60405	Q5SHP8	AC:005865		P60405	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025325	ad_positive	P60405	Q5SKU1	AC:005865		P60405	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025326	ad_positive	P60405	P17291	AC:005865		P60405	gt24			remote_sequence	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025327	ad_positive	P60494	P80372	AC:005865		P60494	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025328	ad_positive	P60494	Q5SJ76	AC:005865		P60494	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025329	ad_positive	P60494	Q5SHQ4	AC:005865		P60494	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025330	ad_positive	A0T0T9	B6ZHE8	AC:005866		A0T0T9	gt24			high	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025331	ad_positive	A0T0T9	B8BSY9	AC:005866		A0T0T9	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025332	ad_positive	A0T0T9	A0A679C209	AC:005866		A0T0T9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025333	ad_positive	B8C4I5	A0T0U2	AC:005866		B8C4I5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025334	ad_positive	B8C4I5	A0T0T3	AC:005866		B8C4I5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0025335	ad_positive	B8C4I5	B8C8Y3	AC:005866		B8C4I5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025336	ad_positive	A0A3Q7FV98	K4CG62	AC:005867		A0A3Q7FV98	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0025337	ad_positive	Q7MTM7	Q7MTK9	AC:005868		Q7MTM7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025338	ad_positive	Q7MTM7	Q7MTM2	AC:005868		Q7MTM7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025339	ad_positive	Q7MTM7	Q7MTN0	AC:005868		Q7MTM7	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0025340	ad_positive	Q7MTN9	Q7MT66	AC:005868		Q7MTN9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025341	ad_positive	Q7MTN9	Q7MTN0	AC:005868		Q7MTN9	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0025342	ad_positive	Q12343	Q08278	AC:005869		Q12343	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025343	ad_positive	B5FVE5	Q6CI60	AC:005870		B5FVE5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025344	ad_positive	F2Z6C0	B5FVF8	AC:005870		F2Z6C0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0025345	ad_positive	A0A836A4Q3	A0A6P3DZ89	AC:005871		A0A836A4Q3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0025346	ad_positive	F1RMQ4	F1RQV7	AC:005872		F1RMQ4	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025347	ad_positive	F1RMQ4	W5IDC0	AC:005872		F1RMQ4	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025348	ad_positive	F1RY70	F1RI89	AC:005872		F1RY70	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025349	ad_positive	F1RY70	I3LNJ0	AC:005872		F1RY70	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025350	ad_positive	F1RY70	A0A4X1TXR4	AC:005872		F1RY70	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0025351	ad_positive	Q7JAS9	P42026	AC:005873		Q7JAS9	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0025352	ad_positive	C6KT23	Q8I3B0	AC:005874		C6KT23	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025353	ad_positive	C6KT23	Q8IEM3	AC:005874		C6KT23	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025354	ad_positive	C6KT23	Q8I713	AC:005874		C6KT23	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025355	ad_positive	O77364	O97249	AC:005874		O77364	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025356	ad_positive	O77364	Q8IHT9	AC:005874		O77364	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025357	ad_positive	O77364	C0H4H3	AC:005874		O77364	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025358	ad_positive	P0DOY6	P80371	AC:005875		P0DOY6	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025359	ad_positive	Q5SM01	P80373	AC:005875		Q5SM01	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025360	ad_positive	Q5SM01	P60493	AC:005875		Q5SM01	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025361	ad_positive	Q5SM01	Q5SHZ1	AC:005875		Q5SM01	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0025362	ad_positive	P12163	Q9M3L2	AC:005876		P12163	gt24			medium	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0025363	ad_positive	P12163	A0A9R0JQ89	AC:005876		P12163	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025364	ad_positive	P12163	P36494	AC:005876		P12163	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025365	ad_positive	P60128	Q9M3L2	AC:005876		P60128	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0025366	ad_positive	P60128	P10690	AC:005876		P60128	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025367	ad_positive	A2DDT1	A2FVZ6	AC:005878		A2DDT1	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0025368	ad_positive	A2DM33	A2ET60	AC:005878		A2DM33	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025369	ad_positive	E7ESL0	P49411	AC:005879		E7ESL0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025370	ad_positive	E7ESL0	Q8TAE8	AC:005879		E7ESL0	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0025371	ad_positive	E7ESL0	Q9HD33	AC:005879		E7ESL0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025372	ad_positive	Q13405	Q9NWU5	AC:005879		Q13405	gt24			high	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025373	ad_positive	Q13405	Q14197	AC:005879		Q13405	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025374	ad_positive	Q13405	Q9HD33	AC:005879		Q13405	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025375	ad_positive	Q9D0G0	Q9D1N9	AC:005880		Q9D0G0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025376	ad_positive	Q9D773	Q921S7	AC:005880		Q9D773	gt24			medium	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0025377	ad_positive	Q9D773	Q8BVN4	AC:005880		Q9D773	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025378	ad_positive	Q9D773	Q9JKF7	AC:005880		Q9D773	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025379	ad_positive	A4IDD0	A4HVX3	AC:005881		A4IDD0	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025380	ad_positive	A0A287BMW6	O79875	AC:005882		A0A287BMW6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025381	ad_positive	A0A287BMW6	A0A5G2QW32	AC:005882		A0A287BMW6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025382	ad_positive	A0A8D1TL60	A0A287BAW0	AC:005882		A0A8D1TL60	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025383	ad_positive	Q9CPY1	Q9CY73	AC:005883		Q9CPY1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025384	ad_positive	Q9CPY1	Q9DCU6	AC:005883		Q9CPY1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025385	ad_positive	Q9D773	Q9CPV3	AC:005883		Q9D773	gt24			medium	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0025386	ad_positive	Q9D773	Q9D338	AC:005883		Q9D773	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025387	ad_positive	Q9D773	Q9D7N6	AC:005883		Q9D773	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025388	ad_positive	Q5JE51	Q5JJH0	AC:005884		Q5JE51	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0025389	ad_positive	P62316	P62318	AC:005885		P62316	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025390	ad_positive	P62316	Q9H875	AC:005885		P62316	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025391	ad_positive	P62316	P83876	AC:005885		P62316	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025392	ad_positive	Q96BP3	O95926	AC:005885		Q96BP3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025393	ad_positive	Q03532	P26784	AC:005886		Q03532	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025394	ad_positive	Q03532	Q02326	AC:005886		Q03532	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025395	ad_positive	Q03532	Q12690	AC:005886		Q03532	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025396	ad_positive	Q07915	P17076	AC:005886		Q07915	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025397	ad_positive	Q07915	P0C2H8	AC:005886		Q07915	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025398	ad_positive	Q07915	P10664	AC:005886		Q07915	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025399	ad_positive	Q4D7F2	Q4DMK9	AC:005887		Q4D7F2	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025400	ad_positive	Q4D7F2	Q4D5W3	AC:005887		Q4D7F2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025401	ad_positive	Q4DSU0	Q4DC38	AC:005887		Q4DSU0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025402	ad_positive	R1B3D6	A0A7S3TFW5	AC:005888		R1B3D6	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025403	ad_positive	R1CV07	R1DCN2	AC:005888		R1CV07	gt24			high	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025404	ad_positive	P60422	P0A7Q1	AC:005889		P60422	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025405	ad_positive	P60422	P0A7P5	AC:005889		P60422	gt24			remote_sequence	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0025406	ad_positive	P68679	P0A7V0	AC:005889		P68679	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025407	ad_positive	P68679	A7ZHQ9	AC:005889		P68679	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0025408	ad_positive	P68679	P0A7V8	AC:005889		P68679	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025409	ad_positive	A0ACD6B9N0	A0A2W4UG77	AC:005890		A0ACD6B9N0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0025410	ad_positive	P0DOY8	Q5SHQ4	AC:005891		P0DOY8	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025411	ad_positive	P0DOY8	Q9Z9H5	AC:005891		P0DOY8	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025412	ad_positive	Q8RR57	Q5SHQ0	AC:005891		Q8RR57	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025413	ad_positive	Q07020	Q13823	AC:005892		Q07020	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025414	ad_positive	Q07020	P61927	AC:005892		Q07020	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025415	ad_positive	Q07020	P49207	AC:005892		Q07020	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025416	ad_positive	Q14137	P61313	AC:005892		Q14137	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025417	ad_positive	Q14137	P62424	AC:005892		Q14137	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025418	ad_positive	Q15393	Q9Y333	AC:005893		Q15393	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025419	ad_positive	Q15393	Q16514	AC:005893		Q15393	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025420	ad_positive	Q15393	P55769	AC:005893		Q15393	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0025421	ad_positive	Q9Y4Z0	O43290	AC:005893		Q9Y4Z0	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0025422	ad_positive	Q8TPX0	Q8TRS5	AC:005894		Q8TPX0	gt24			medium	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0025423	ad_positive	Q8TRT0	Q8TRS5	AC:005894		Q8TRT0	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
