sequence_no	protein_a	a_id	a_taxid	protein_b	b_id	b_taxid	negative_relation	assay_normalized	assay_reported_original	evidence_text_en	previous_sentence_en	next_sentence_en	pmid	pmcid	article_title	best_evidence_id	pair2_key	claim_id	candidate_id	rule_tier_v2	canonical_pair_label_v2	experimental_object_scope_v2	rule_reasons_v2	rule_tags_v2	model_is_experimental	model_is_direct_binding_assay	positive_conflict_scope	mentions_construct	mentions_isoform	mentions_positive_control	mentions_purified_components	rule_scope_signal_v2	rule_context_signal_v2	selection_score	evidence_semantics	accession_a	accession_b	mapping_status_a	mapping_status_b	pair_mapping_status	reliable_reported_taxon_mapping	manual_verified_negative	direct_assay_negative	sequence_available	len_a	len_b	sequence_source_a	sequence_source_b	pair_tokens	pair_fits_1024	human_human	exact_negatome_pair_overlap	exact_string_positive_overlap	negative_score_id	score
406	OPTN	10133	9606	TBKBP1	9755	9606	no_binding	pull_down	pull-down	While 3FLAG-OPTN pulled down TBK1, it did not interact with either AZI2 or TBKBP1 (Fig.	1C).	1C).	39276928	PMC11490886	TBK1 adaptor AZI2/NAP1 regulates NDP52-driven mitochondrial autophagy	CLAIM:000142573:0-1	PAIR2:GENE:10133|GENE:9755	CLAIM:000142573	9c17b7a2b46524ef9d67238b29d1cdf84244203b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	negative_control	1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q96CV9	A7MCY6	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	577	615	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1195	0	1	0	0	PN6:0406:negative	0.002059
411	Bam32	27071	9606	Pak2	5062	9606	no_binding	pull_down	unknown	In contrast to Pak1, Pak2 did not bind Bam32 confirming the previous KD experiment.	The pulldown experiment demonstrates that Bam32(DeltaPH)-HPK1 and Bam32(DeltaPH)-Pak1 interactions are dependent on PLC-gamma1, as neither kinase co-precipitated with Bam32 in Jgamma1 cells.	A similar pulldown was performed with JE6.1 lysates immunodepleted of PLC-gamma1.	22981863	PMC3483363	LAT-Independent Erk Activation via Bam32-PLC-gamma1-Pak1 Complexes: GTPase-Independent Pak1 Activation	CLAIM:000307618:0-1	PAIR2:GENE:27071|GENE:5062	CLAIM:000307618	a627b092aec2af7a1dece81e2cda7a395cce4e6a	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q9UN19	Q13177	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	280	524	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	807	1	1	0	0	PN6:0411:negative	0.000383
412	UHRF1	29128	9606	H2A	8337	9606	no_binding	pull_down	pull-down	UHRF1 also showed little or no binding to unmodified or methylated histone H4 (Figure 1B, lanes 18, 19-23), and to unmodified H2A or H2B (aa 1-21) (Figure 1B, lanes 24-25).	As shown in Figure 1B, UHRF1 specifically and robustly binds the unmodified, N-terminal histone H3 tail (aa 1-21) (lane 4), but not the more internal sequence of H3, either unmodified (aa 15-35, lane 5) or methylated on R17 (aa 15-35, lanes 16-17).	Importantly, di- or trimethylation of H3K4 and H3K9, as well as H3R8 dimethylation, by and large did not significantly affect binding (Figure 1B, lanes 9-15).	21777816	PMC4691841	PHD Finger Recognition of Unmodified Histone H3R2 Links UHRF1 to Regulation of Euchromatic Gene Expression	CLAIM:000184192:0-1	PAIR2:GENE:29128|GENE:8337	CLAIM:000184192	b95f866a463e198921451ae8854a27102ca9aa13	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q96T88	Q6FI13	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	793	130	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	926	1	1	0	0	PN6:0412:negative	0.997847
413	MBP	4155	9606	Pex5	5830	9606	no_binding	pull_down	pull-down	MBP alone does not bind Pex5 (Supplementary Figure 9)	MBP-Pex15 and Pex5 migrate similarly, so the presence of Pex5 was determined by imaging its fluorescein label.		29321502	PMC5762779	The peroxisomal AAA-ATPase Pex1/Pex6 unfolds substrates by processive threading	CLAIM:000240519:0-1	PAIR2:GENE:4155|GENE:5830	CLAIM:000240519	211a9d86b21521d14d1a22dfa1414dc22a849349	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	P02686	P50542	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	304	639	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	946	1	1	0	0	PN6:0413:negative	0.000749
418	iRHOM1	13650	10090	K16	3868	9606	no_binding	pull_down	pull-down	It has previously been reported that both iRHOM2 and its rhomboid family member iRHOM1 can bind ADAM17 (ref.); however, K16 did not bind iRHOM1 in pull-down assays using TOC and CTRL cells (Fig.	2d).	2d and Supplementary Fig.	28128203	PMC5290154	Rhomboid family member 2 regulates cytoskeletal stress-associated Keratin 16	CLAIM:000025978:0-1	PAIR2:GENE:13650|GENE:3868	CLAIM:000025978	dcbeabc415834015e2e3ab82d8ed0d2e1cbdeb47	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	95.0	other_direct_binding	Q6PIX5	P08779	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	856	473	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	1332	0	0	0	0	PN6:0418:negative	0.004863
422	D14	819554	3702	SMAX1	835878	3702	no_binding	Y2H	pull-down	SMAX1 also did not interact with D14 in vitro in a pull-down assay.	Although both SMAX1 and SMXL2 are able to co-immunoprecipitate KAI2 from Arabidopsis protoplasts in the presence of an agonist, only SMXL2 is effective at co-immunoprecipitation of D14.	Likewise, we observed weaker Y2H interactions between D14 and SMAX1 than between D14 and SMXL2 (Figure 3A).	35529949	PMC9073322	The strigolactone receptor D14 targets SMAX1 for degradation in response to GR24 treatment and osmotic stress	CLAIM:000273808:0-1	PAIR2:GENE:819554|GENE:835878	CLAIM:000273808	88c8d979eb93318a3b6a74031239c91986bd2feb	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	association_negative	Q9SQR3	Q9FHH2	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	267	990	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	1260	0	0	0	0	PN6:0422:negative	0.000106
423	RIG-I	23586	9606	SDC3	9672	9606	no_binding	Y2H	yeast two-hybrid	1a,b, in contrast to SDC4, SDC1, SDC2 and SDC3 failed to interact with RIG-I, indicating the specific interaction between SDC4 and RIG-I.	As shown in Supplementary Fig.	Next, we determined whether the endogenous RIG-I protein could form a complex with SDC4.	27279133	PMC4906230	Syndecan-4 negatively regulates antiviral signalling by mediating RIG-I deubiquitination via CYLD	CLAIM:000016292:0-1	PAIR2:GENE:23586|GENE:9672	CLAIM:000016292	f7cf455a7b5030814f947755c588118645bd8d33	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	association_negative	O95786	O75056	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	925	442	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1370	0	1	0	0	PN6:0423:negative	0.000413
424	RIG-I	23586	9606	SDC2	6383	9606	no_binding	Y2H	yeast two-hybrid	1a,b, in contrast to SDC4, SDC1, SDC2 and SDC3 failed to interact with RIG-I, indicating the specific interaction between SDC4 and RIG-I.	As shown in Supplementary Fig.	Next, we determined whether the endogenous RIG-I protein could form a complex with SDC4.	27279133	PMC4906230	Syndecan-4 negatively regulates antiviral signalling by mediating RIG-I deubiquitination via CYLD	CLAIM:000016291:0-1	PAIR2:GENE:23586|GENE:6383	CLAIM:000016291	e228be5c344cf78a069deabf86696a5fd932c5bc	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	association_negative	O95786	P34741	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	925	201	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1129	0	1	0	0	PN6:0424:negative	0.000424
427	GFAP	14580	10090	TRADD	71609	10090	no_binding	Y2H	two-hybrid	In a two-hybrid system, TRADD specifically bound K18 and K14, type I (acidic) keratins, but did not bind type II keratins, including K5 and K8, or type III IFs, including vimentin, GFAP, and desmin (Fig.		1 B).	11684708	PMC2150850	Keratin attenuates tumor necrosis factor-induced cytotoxicity through association with TRADD	CLAIM:000225279:0-1	PAIR2:GENE:14580|GENE:71609	CLAIM:000225279	f6e98d0c8140fd6b6a43d3bfb0c6830a6a175930	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	association_negative	P03995	Q3U0V2	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	430	310	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	743	1	0	0	0	PN6:0427:negative	0.086828
430	RIG-I	23586	9606	SDC1	6382	9606	no_binding	Y2H	yeast two-hybrid	1a,b, in contrast to SDC4, SDC1, SDC2 and SDC3 failed to interact with RIG-I, indicating the specific interaction between SDC4 and RIG-I.	As shown in Supplementary Fig.	Next, we determined whether the endogenous RIG-I protein could form a complex with SDC4.	27279133	PMC4906230	Syndecan-4 negatively regulates antiviral signalling by mediating RIG-I deubiquitination via CYLD	CLAIM:000016290:0-1	PAIR2:GENE:23586|GENE:6382	CLAIM:000016290	186cb5467da9c4cd9e5fbbf9c75b7459f1ddc5de	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	association_negative	O95786	P18827	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	925	310	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	1238	0	1	0	0	PN6:0430:negative	0.006261
432	Myo1c	17913	10090	Cdh23	22295	10090	no_binding	in_vitro_binding_unspecified	in situ binding assay	In addition, Myo1c does not bind to stereocilia from mice whose hair cells lack Cdh23 protein despite the presence of PIP2 in the stereociliary membranes.	Binding of Myo1c to stereociliary tips of cochlear and vestibular hair cells is disrupted by treatments that break tip links.	Collectively, our data suggest that Myo1c and Cdh23 interact at the tips of hair-cell stereocilia and that this interaction is modulated by CaM.	17050716	PMC6674754	Stereociliary myosin-1c receptors are sensitive to calcium chelation and absent from cadherin 23 mutant mice.	CLAIM:000068198:0-1	PAIR2:GENE:17913|GENE:22295	CLAIM:000068198	e7d4527be9a882000f938f4b6c61104e6d713000	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	Q9WTI7	Q99PF4	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	1063	3354	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	4420	0	0	0	0	PN6:0432:negative	0.000145
434	CCR1	1230	9606	CCL3	6348	9606	no_binding	in_vitro_binding_unspecified	binding assay	In contrast, no binding of CCL3 or competition with CCL14 was observed when CCR1-expressing membranes were replaced with untransfected HEK293 membranes.	Figure 4 shows a representative SPA assay for CCR1, and demonstrates that unlabeled CCL14 competes with 125I-CCL3 or a combination of CCL3-biotin/125I-streptavidin for binding to HEK293 membranes containing CCR1 with a similar affinity (IC50= 2.6nM versus 0.9nM for displacement of 125I-CCL3 or CCL3-biotin/125I- streptavidin respectively).	In addition, the 125I-Streptavidin signal was CCL3-biotin dependent and while the highest signal was observed with a 4:1 ratio of chemokine to streptavidin, avidity effects due to the tetrameric state of streptavidin were not observed.	21632261	PMC3126891	A RAPID AND EFFICIENT WAY TO OBTAIN MODIFIED CHEMOKINES FOR FUNCTIONAL AND BIOPHYSICAL STUDIES	CLAIM:000334673:0-1	PAIR2:GENE:1230|GENE:6348	CLAIM:000334673	1d6be7b6c15adec7a78a660a887af50c30e8aa3e	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	P32246	P10147	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	355	92	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	450	1	1	0	0	PN6:0434:negative	0.886773
435	vimentin	22352	10090	TRADD	71609	10090	no_binding	Y2H	two-hybrid	In a two-hybrid system, TRADD specifically bound K18 and K14, type I (acidic) keratins, but did not bind type II keratins, including K5 and K8, or type III IFs, including vimentin, GFAP, and desmin (Fig.		1 B).	11684708	PMC2150850	Keratin attenuates tumor necrosis factor-induced cytotoxicity through association with TRADD	CLAIM:000225278:0-1	PAIR2:GENE:22352|GENE:71609	CLAIM:000225278	379e3edd059b30c8aa36022a342e7ef35067bc81	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	association_negative	P20152	Q3U0V2	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	466	310	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	779	1	0	0	0	PN6:0435:negative	0.999415
436	HIF1alpha	3091	9606	TRIP230	9321	9606	no_binding	Y2H	yeast two-hybrid	Importantly, we found that TRIP230 did not interact with HIF1alpha in a yeast two-hybrid assay (T.	TRIP230 was later found to act as an essential co-activator for ARNT-dependent transcriptional activities, including hypoxia-inducible gene expression.	Beischlag, unpublished data).	24919196	PMC4053355	A TRIP230-Retinoblastoma Protein Complex Regulates Hypoxia-Inducible Factor-1alpha-Mediated Transcription and Cancer Cell Invasion	CLAIM:000254805:0-1	PAIR2:GENE:3091|GENE:9321	CLAIM:000254805	30a7520aa5587013d90c114668e6e83194e7a625	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	association_negative	Q16665	Q15643	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	826	1979	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	2808	0	1	0	0	PN6:0436:negative	0.000619
437	CaV1.2	12288	10090	transferrin receptor	22042	10090	no_interaction	PLA	Proximity Ligation Assay	PLA was also performed on cells colabeled for CaV1.2 and transferrin receptor (TfR) or CaV1.2 and the Ca2+-activated Cl- channel anoctamin 1 (ANO1), which are cell surface proteins that have limited to no interaction with CaV1.2.	1, E and F).	Arterial myocytes were robustly stained for TfR and ANO1 when primary antibodies were included in the preparation (fig.	28119464	PMC5297430	Ser1928 phosphorylation by PKA stimulates the L-type Ca2+ channel CaV1.2 and vasoconstriction during acute hyperglycemia and diabetes	CLAIM:000008770:0-1	PAIR2:GENE:12288|GENE:22042	CLAIM:000008770	3ea3334d59a9d22bc6f5d314492f9a0558cd9492	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	94.0	association_negative	Q01815	Q62351	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	0	1	2139	763	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	2905	0	0	0	0	PN6:0437:negative	0.000739
440	Robo1	19876	10090	Sema3F	20350	10090	no_binding	in_vitro_binding_unspecified	binding assay	In contrast, Sema3F did not bind to Robo1-transfected cells (Fig.	In agreement with previous results, Sema3F bound strongly Nrp2-transfected cells.	8A).	21508241	PMC3088089	Robo1 regulates semaphorin signaling to guide the migration of cortical interneurons through the ventral forebrain	CLAIM:000027607:0-1	PAIR2:GENE:19876|GENE:20350	CLAIM:000027607	31df44ccfceed523e2f8e0802f33c0e220c2bc2b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0	other_direct_binding	O89026	O88632	resolved_reviewed_reported_taxon	resolved_reviewed_reported_taxon	both_in_reported_taxon_mapped	1	1	1	1	1612	785	/data/chs/09.project_chs/05.protnegdb_project/data/interim/protnegdb_main_negative_partners_v1/partner_similarity_uniprot_sequences_v1.tsv	/data/chs/12.codebuddy/bridge/data/uniprot_sprot.fasta.gz	2400	0	0	0	0	PN6:0440:negative	0.002303
